,M10,M11,M12,M12m,M12o,M12t,M13m,M13o,M13t,M3,M3m,M3o,M3t,M4,M4m,M4o,M4perSec,M4t,M5,M5m,M5o,M5t,M6,M6m,M6o,M6t,M7,M8,M9,V10t,country,experimentNumber,orderNumber,training,type,userId
162,7,91.96,75.53,11.52,13.66,50.35,0.152522176619,0.180855289289,0.666622534092,0.256904761905,0.280975609756,0.257735849057,0.25175,294,41,53,3.19704219226,200,138.874277526,110.652069025,138.290491785,108.69067549,0.0560750853242,0.0437037037037,0.0455172413793,0.0486033519553,19,4.75,383.411357287,4,0,62,17,False,s,5MS17
163,18,307.52,238.54,20.45,28.06,190.03,0.0857298566278,0.117632262933,0.796637880439,0.196490939044,0.240588235294,0.188322147651,0.193908163265,1214,85,149,3.947710718,980,146.392606663,104.151126351,107.84924672,141.192957732,0.0568672712284,0.0546153846154,0.0729896907216,0.0511440677966,39,1.95,414.751628089,9,4,63,17,False,s,5MS17
164,0,117.28,90.92,0.0,14.3,76.62,0.0,0.157281126265,0.842718873735,0.214433962264,0.0,0.238333333333,0.210494505495,424,0,60,3.61527967258,364,183.918525065,0.0,469.484647519,135.96935453,0.06231678487,0.0,0.107234042553,0.0500285714286,0,0.0,,5,0,60,17,False,n,5MS17
165,0,242.82,191.07,0.0,18.71,172.36,0.0,0.0979222274559,0.902077772544,0.194374364191,0.0,0.203369565217,0.193445566779,983,0,92,4.04826620542,891,129.20081218,0.0,108.516001215,127.806757473,0.0526985743381,0.0,0.0555102040816,0.0511202830189,0,0.0,,12,3,61,17,False,n,5MS17
166,0,86.06,67.58,0.0,0.72,66.86,0.0,0.0106540396567,0.989345960343,0.180695187166,0.0,0.144,0.181192411924,374,0,5,4.34580525215,369,131.989867672,0.0,83.1326587531,130.710770409,0.0495442359249,0.0,0.04,0.0495604395604,0,0.0,,4,0,46,16,False,e,2FS2116
167,17,541.27,421.04,25.35,26.99,368.7,0.0602080562417,0.0641031730952,0.875688770663,0.192519433013,0.269680851064,0.190070422535,0.188980010251,2187,94,142,4.04049734883,1951,118.98092627,64.5518388746,72.87668547,111.66058841,0.055,0.0363333333333,0.0398936170213,0.0484296218487,37,1.85,524.527657634,9,4,47,16,False,e,2FS2116
168,7,123.54,92.84,5.1,9.5,78.24,0.0549332184403,0.102326583369,0.84274019819,0.17992248062,0.268421052632,0.19,0.175033557047,516,19,50,4.17678484701,447,163.720464606,106.798356829,135.125643947,142.16673083,0.0596116504854,0.043,0.0996153846154,0.0505225653207,12,3.0,520.900881902,5,0,42,16,False,c,2FS2116
169,14,357.43,270.97,16.3,13.04,241.63,0.0601542606193,0.0481234084954,0.891722330885,0.178269736842,0.226388888889,0.186285714286,0.175348330914,1520,72,70,4.25258092494,1378,137.607471281,67.912745781,78.5173028411,125.540422682,0.0569190256748,0.0363829787234,0.0443902439024,0.04928304705,27,1.35,556.785682574,13,3,43,16,False,c,2FS2116
170,6,114.17,88.88,3.19,8.41,77.28,0.0358910891089,0.0946219621962,0.869486948695,0.173933463796,0.212666666667,0.186888888889,0.171352549889,511,15,45,4.475781729,451,130.306759164,98.9365966087,115.146248902,124.745469834,0.0495882352941,0.038,0.0434375,0.0491571753986,9,2.25,259.735632195,4,0,44,16,False,s,2FS2116
171,18,528.73,418.06,19.7,45.72,352.64,0.0471224226188,0.109362292494,0.843515284887,0.192034910427,0.203092783505,0.220869565217,0.18827549386,2177,97,207,4.11741342462,1873,114.804068194,89.161598981,93.2621896187,109.087788776,0.050859375,0.0424590163934,0.0577070063694,0.0486173108329,41,2.05,355.473174554,10,2,45,16,False,s,2FS2116
172,0,32.23,25.21,0.0,0.0,25.21,0.0,0.0,1.0,0.181366906475,0.0,0.0,0.181366906475,139,0,0,4.31275209432,139,153.209800252,0.0,0.0,153.209800252,0.0508695652174,0.0,0.0,0.0508695652174,0,0.0,,4,0,48,16,False,n,2FS2116
173,0,467.17,375.45,0.0,20.59,354.86,0.0,0.0548408576375,0.945159142362,0.196159874608,0.0,0.187181818182,0.196707317073,1914,0,110,4.09700965387,1804,109.294617687,0.0,92.1417478949,108.344711468,0.0479456351281,0.0,0.0418309859155,0.0480555555556,0,0.0,,11,1,49,16,False,n,2FS2116
174,5,71.34,55.884,4.068,4.536,47.28,0.0727936439768,0.0811681339918,0.846038222031,0.188797297297,0.176869565217,0.206181818182,0.188366533865,296,23,22,4.14914493973,251,122.018597325,61.4797435883,67.026671613,113.44289533,0.052393220339,0.0437142857143,0.036,0.0520669456067,10,2.5,403.503683489,4,0,143,19,False,e,18MDM19
175,18,423.648,324.624,21.552,20.592,282.48,0.0663906550347,0.0634333875499,0.870175957415,0.191067686875,0.213386138614,0.194264150943,0.189329758713,1699,101,106,4.01040486442,1492,103.733344862,49.5793516351,73.4565822897,93.2355911696,0.0583180212014,0.0441355932203,0.06375,0.0511922811854,44,2.2,497.568020148,11,2,144,19,False,e,18MDM19
176,5,65.172,51.06,0.948,2.652,47.46,0.0185663924794,0.0519388954172,0.929494712103,0.185672727273,0.158,0.189428571429,0.186117647059,275,6,14,4.21960351071,255,118.139473868,111.291178772,127.777203809,105.848308407,0.051503649635,0.042,0.057,0.0488780487805,5,1.25,320.568997904,4,0,145,19,False,c,18MDM19
177,20,483.132,367.392,58.248,35.832,273.312,0.158544551868,0.0975307029004,0.743924745231,0.199886833515,0.254358078603,0.199066666667,0.191261021693,1838,229,180,3.80434332646,1429,108.984341047,62.5320696882,60.703944528,96.6863496726,0.0630048992923,0.0513988439306,0.0407619047619,0.0509560117302,58,2.9,446.66408357,13,3,146,19,False,c,18MDM19
178,7,121.704,91.956,7.884,17.472,66.6,0.0857366566619,0.190003914916,0.724259428422,0.167192727273,0.187714285714,0.17472,0.163235294118,550,42,100,4.51916124367,408,128.839239335,111.653818181,169.218829409,111.512565946,0.0541857923497,0.0582857142857,0.0585882352941,0.0520104438642,24,6.0,336.924202003,4,0,139,19,False,s,18MDM19
179,16,428.34,310.932,19.908,29.64,261.384,0.0640268611786,0.0953263092895,0.840646829532,0.18056445993,0.234211764706,0.178554216867,0.177691366417,1722,85,166,4.02017089228,1471,104.532502569,118.923763982,103.372907046,94.7453762037,0.0682208018594,0.0472340425532,0.280555555556,0.0520505263158,47,2.35,341.870157867,8,4,140,19,False,s,18MDM19
180,0,62.028,46.2,0.0,1.032,45.168,0.0,0.0223376623377,0.977662337662,0.160416666667,0.0,0.114666666667,0.161892473118,288,0,9,4.64306442252,279,118.320048616,0.0,58.6591639351,111.267568645,0.055149825784,0.0,0.042,0.0541549815498,0,0.0,,4,0,141,19,False,n,18MDM19
181,0,344.916,272.868,0.0,19.932,252.936,0.0,0.073046308105,0.926953691895,0.19175544624,0.0,0.197346534653,0.191328290469,1423,0,101,4.12564218534,1322,91.9497059128,0.0,68.7735156763,90.4263287506,0.0506666666667,0.0,0.0516363636364,0.0501741835148,0,0.0,,12,1,142,19,False,n,18MDM19
182,4,161.76,125.652,2.292,12.888,110.472,0.0182408556967,0.102569000096,0.879190144208,0.235744840525,0.254666666667,0.226105263158,0.236556745182,533,9,57,3.2950049456,467,129.187717816,44.3851119788,99.6205572646,117.020343723,0.0678721804511,0.03,0.054375,0.0674594594595,7,1.75,577.782426012,5,0,182,18,False,e,18F
183,17,532.644,395.772,19.152,50.316,326.304,0.0483914981353,0.127133804312,0.824474697553,0.214162337662,0.2736,0.2396,0.208102040816,1848,70,210,3.46948430847,1568,118.430004754,76.6039048022,88.0019910224,108.354949528,0.0741050351922,0.06325,0.0608648648649,0.0724813052345,27,1.35,535.833278315,11,2,183,18,False,e,18F
184,3,233.568,169.812,3.18,19.236,147.396,0.0187265917603,0.113278213554,0.867995194686,0.2136,0.265,0.221103448276,0.211775862069,795,12,87,3.40371968763,696,129.169879511,49.7339069738,104.651453206,118.37119935,0.0802972292191,0.056,0.0704727272727,0.0754208144796,6,1.5,547.924588369,5,0,184,18,False,c,18F
185,20,692.04,500.676,44.076,84.432,372.168,0.0880329794118,0.168636004122,0.743331016466,0.219594736842,0.301890410959,0.22881300813,0.210860056657,2280,146,369,3.29460724814,1765,126.516738911,70.9069878181,93.1773904059,106.436030224,0.0839684071961,0.0562424242424,0.0767766990291,0.0748582089552,57,2.85,552.373678568,12,1,185,18,False,c,18F
186,9,250.752,195.348,11.928,12.324,171.096,0.0610602616868,0.0630874132318,0.875852325081,0.232004750594,0.229384615385,0.237,0.231837398374,842,52,52,3.35789943849,738,116.765960064,73.6162465513,125.607677675,102.016417903,0.0658787158145,0.057375,0.084,0.063360678925,23,5.75,411.38723202,4,0,180,18,False,s,18F
187,20,651.552,504.684,34.824,105.252,364.608,0.0690015930761,0.208550300782,0.722448106142,0.226214253698,0.230622516556,0.238666666667,0.222457596095,2231,151,441,3.42413191886,1639,115.262316826,106.170147913,108.437057799,94.7375696754,0.0658600896861,0.0509411764706,0.0671401869159,0.0626968911917,61,3.05,605.157922281,9,4,181,18,False,s,18F
188,0,313.26,235.644,0.0,39.216,196.428,0.0,0.166420532668,0.833579467332,0.225065902579,0.0,0.222818181818,0.225520091848,1047,0,176,3.34227159548,871,97.2008686779,0.0,80.9246239528,90.1618505682,0.0742026768642,0.0,0.0623157894737,0.0691633663366,0,0.0,,5,0,178,18,False,n,18F
189,0,654.732,514.308,0.0,51.72,462.588,0.0,0.100562308967,0.899437691033,0.243517045455,0.0,0.25603960396,0.242192670157,2112,0,202,3.22574732868,1910,98.1419240621,0.0,168.677657219,88.0269229392,0.0665201326386,0.0,0.0878461538462,0.065418487395,0,0.0,,13,3,179,18,False,n,18F
